ModelID,ModelName,MakeID,MakeName
2100,Probe,16,Ford
50356,Puma,16,Ford
50357,Ranger,16,Ford
2129,Sable,16,Ford
50359,S-Max,16,Ford
4312,Spectron,16,Ford
50360,StreetKa,16,Ford
364,Taurus,16,Ford
582,Telstar,16,Ford
1269,Telstar Sedan,16,Ford
1270,Telstar Wagon,16,Ford
50361,Tempo,16,Ford
2084,Thunderbird,16,Ford
50362,Tourrneo,16,Ford
50363,Transit,16,Ford
50364,Transit Connect,16,Ford
50365,Windstar,16,Ford
50366,ZX2,16,Ford
4319,Cerbera,17,TVR
4317,Chimaera,17,TVR
4318,Griffith,17,TVR
6348,Sagaris,17,TVR
4964,T350C,17,TVR
4963,Tamora,17,TVR
4962,Tuscan,17,TVR
52131,TVR Others,17,TVR
1237,Aston Martin Others,18,Aston Martin
410,DB7,18,Aston Martin
6160,DB9,18,Aston Martin
7703,DBS,18,Aston Martin
50382,Lagonda,18,Aston Martin
50383,V12 Vanquish,18,Aston Martin
411,V8,18,Aston Martin
6721,V8 Vantage,18,Aston Martin
412,Vantage,18,Aston Martin
50384,Virage,18,Aston Martin
2220,Daimler,19,Jaguar
61431,E-Pace,19,Jaguar
4981,E-Type,19,Jaguar
61290,F-Pace,19,Jaguar
60577,F-Type,19,Jaguar
1238,Jaguar Others,19,Jaguar
2210,Sovereign,19,Jaguar
403,S-Type,19,Jaguar
50385,Vanden Plas,19,Jaguar
58963,XE,19,Jaguar
7569,XF,19,Jaguar
404,XJ Series,19,Jaguar
2196,XJ-S,19,Jaguar
405,XK Series,19,Jaguar
60636,XKR,19,Jaguar
3446,X-Type,19,Jaguar
50386,Camargue,20,Rolls-Royce
50387,Corniche,20,Rolls-Royce
8583,GHOST,20,Rolls-Royce
6067,Phantom,20,Rolls-Royce
7985,Phantom Coupe,20,Rolls-Royce
51026,Phantom Drophead Coupe,20,Rolls-Royce
407,Rolls-Royce Lineup,20,Rolls-Royce
1239,Rolls-Royce Others,20,Rolls-Royce
50388,Silver Seraph,20,Rolls-Royce
50389,Silver Spirit,20,Rolls-Royce
50390,Silver Spur,20,Rolls-Royce
6422,Arnage,21,Bentley
6723,Azure,21,Bentley
408,Bentley Lineup,21,Bentley
1240,Bentley Others,21,Bentley
7554,Brooklands,21,Bentley
6426,Continental Flying Spur,21,Bentley
6425,Continental GT,21,Bentley
6763,Continental GTC,21,Bentley
8775,Mulsanne,21,Bentley
2253,114,22,Rover
394,200 Series,22,Rover
2266,216,22,Rover
50391,25,22,Rover
395,400 Series,22,Rover
50392,45,22,Rover
2279,600 Series,22,Rover
603,75,22,Rover
4705,75 Saloon,22,Rover
4706,75 Tourer,22,Rover
2286,800 Series,22,Rover
399,Cabriolet,22,Rover
50393,CityRover,22,Rover
2332,Defender,22,Rover
400,Discovery,22,Rover
2297,GSI Estate,22,Rover
50394,MG TF,22,Rover
50395,MG ZR,22,Rover
50396,MG ZT,22,Rover
393,MGF,22,Rover
2307,MG-RV8,22,Rover
392,Mini,22,Rover
50397,R75,22,Rover
401,Range Rover,22,Rover
1241,Rover Others,22,Rover
50398,Streetwise,22,Rover
398,Tourer,22,Rover
5355,1 Series,23,BMW
58964,2 Series,23,BMW
425,3 Series,23,BMW
6972,3 Series Cabrioret,23,BMW
57564,3 Series Gran Turismo,23,BMW
58461,4 Series,23,BMW
426,5 Series,23,BMW
2366,6 Series,23,BMW
427,7 Series,23,BMW
428,8 Series,23,BMW
1242,BMW Others,23,BMW
4863,Hartge,23,BMW
58196,i3,23,BMW
58195,i8,23,BMW
61513,i8 Roadster,23,BMW
2388,M Model,23,BMW
55496,MINI,23,BMW
55499,MINI Checkmate,23,BMW
55500,MINI Clubman,23,BMW
54069,MINI Cooper,23,BMW
55767,MINI Other,23,BMW
55498,MINI Park Lane,23,BMW
55497,MINI Seven,23,BMW
8618,Series 5 Gran Turismo,23,BMW
8814,X1,23,BMW
61517,X2,23,BMW
5147,X3,23,BMW
58881,X4,23,BMW
3286,X5,23,BMW
7962,X6,23,BMW
62000,X7,23,BMW
424,Z3,23,BMW
4609,Z4,23,BMW
602,Z8,23,BMW
431,B10,24,BMW Alpina
2412,B11,24,BMW Alpina
432,B12,24,BMW Alpina
430,B3,24,BMW Alpina
7792,B3 BiTurbo,24,BMW Alpina
6524,B3 S,24,BMW Alpina
7793,B5 S,24,BMW Alpina
6532,B5 Super Charge,24,BMW Alpina
2433,B6,24,BMW Alpina
7794,B6 S,24,BMW Alpina
6554,B6 Super Charge,24,BMW Alpina
7823,B7,24,BMW Alpina
6553,B7 Super Charge,24,BMW Alpina
1243,BMW Alpina Others,24,BMW Alpina
9225,D3,24,BMW Alpina
60575,D4,24,BMW Alpina
60576,D5,24,BMW Alpina
2443,Roadster,24,BMW Alpina
2448,100 200,26,Audi
51036,8,26,Audi
2455,80 90,26,Audi
9339,A1,26,Audi
50399,A2,26,Audi
418,A3,26,Audi
419,A4,26,Audi
60736,A4 Avant,26,Audi
7777,A5,26,Audi
9919,A5 Cabriolet,26,Audi
421,A6,26,Audi
6669,A6 Allroad Quattro,26,Audi
56620,A6 Hybrid,26,Audi
52942,A7 Sportback,26,Audi
422,A8,26,Audi
57063,A8 Hybrid,26,Audi
50400,Allroad,26,Audi
3408,Allroad Quattro,26,Audi
1245,Audi Others,26,Audi
2496,Cabriolet,26,Audi
2502,Coupe,26,Audi
60921,Q2,26,Audi
53325,Q3,26,Audi
8355,Q5,26,Audi
57064,Q5 Hybrid,26,Audi
6745,Q7,26,Audi
50401,Quattro,26,Audi
7305,R8,26,Audi
60586,RS3 Sedan,26,Audi
59711,RS3 Sportback,26,Audi
6620,RS4,26,Audi
9050,RS5,26,Audi
4616,RS6,26,Audi
58003,RS7 Sportback,26,Audi
59032,S1,26,Audi
3395,S3,26,Audi
420,S4,26,Audi
7824,S5,26,Audi
2484,S6,26,Audi
56268,S7 Sportback,26,Audi
3396,S8,26,Audi
606,TT,26,Audi
7999,TTS,26,Audi
2488,V6,26,Audi
2492,V8,26,Audi
1246,Weekender Others,27,Weekender
50402,Agila,28,Opel
50403,Arena,28,Opel
459,Astra,28,Opel
5573,Astra Wagon,28,Opel
2530,Calibra,28,Opel
50404,Combo,28,Opel
50405,Corsa,28,Opel
50406,Frontera,28,Opel
50407,GT,28,Opel
50408,Insignia,28,Opel
2527,Kadett,28,Opel
5083,Meriva,28,Opel
50409,Movano,28,Opel
462,Omega,28,Opel
1247,Opel Others,28,Opel
4359,Senator,28,Opel
5029,Signum,28,Opel
50410,Sintra,28,Opel
4868,Speedster,28,Opel
50411,Swing,28,Opel
458,Tigra,28,Opel
460,Vectra,28,Opel
4654,Vectra Gts,28,Opel
5097,Vectra Wagon,28,Opel
457,Vita,28,Opel
50412,Vivaro,28,Opel
3213,Zafira,28,Opel
52598,Amarok,29,Volkswagen
4865,Beetle,29,Volkswagen
585,Bora,29,Volkswagen
50413,Cabrio,29,Volkswagen
50414,Caddy,29,Volkswagen
50415,California,29,Volkswagen
50416,Caravelle,29,Volkswagen
56260,CC,29,Volkswagen
50417,Combi,29,Volkswagen
2562,Corrado,29,Volkswagen
54397,Cross Golf,29,Volkswagen
6646,Cross Polo,29,Volkswagen
50418,Crossfox,29,Volkswagen
2588,Delivery Van,29,Volkswagen
50419,Derby,29,Volkswagen
6670,EOS,29,Volkswagen
50420,Eurovan,29,Volkswagen
50421,Fox,29,Volkswagen
50422,Gol,29,Volkswagen
468,Golf,29,Volkswagen
59573,Golf Alltrack,29,Volkswagen
54199,Golf Cabriolet,29,Volkswagen
59640,Golf GTE,29,Volkswagen
50423,Golf GTI,29,Volkswagen
5949,Golf Plus,29,Volkswagen
59455,Golf R Variant,29,Volkswagen
5078,Golf Touran,29,Volkswagen
7254,Golf Variant,29,Volkswagen
5369,Golf Wagon,29,Volkswagen
2580,Jetta,29,Volkswagen
52766,Karmann Ghia,29,Volkswagen
50424,Kombi,29,Volkswagen
50425,Kombi Furgao,29,Volkswagen
3458,Lupo,29,Volkswagen
50426,Multivan,29,Volkswagen
584,New Beetle,29,Volkswagen
9757,New Beetle Cabriolet,29,Volkswagen
50427,Panel,29,Volkswagen
50428,Parati,29,Volkswagen
475,Passat,29,Volkswagen
56044,Passat Alltrack,29,Volkswagen
8112,PASSAT CC,29,Volkswagen
6454,Passat Variant,29,Volkswagen
9754,Passat Wagon,29,Volkswagen
50429,Phaeton,29,Volkswagen
50430,Pointer,29,Volkswagen
467,Polo,29,Volkswagen
50431,Polo Classic,29,Volkswagen
2604,Polo Coupe,29,Volkswagen
50432,Polo Sedan,29,Volkswagen
50433,Quantum,29,Volkswagen
50434,Rabbit,29,Volkswagen
4864,Santana,29,Volkswagen
50435,Saveiro,29,Volkswagen
2586,Scirocco,29,Volkswagen
50436,Sedan,29,Volkswagen
476,Sharan,29,Volkswagen
50437,Spacefox,29,Volkswagen
50438,Sport van,29,Volkswagen
57289,The Beetle Cabriolet,29,Volkswagen
8000,Tiguan,29,Volkswagen
4699,Touareg,29,Volkswagen
50439,Touran,29,Volkswagen
50440,Transporter,29,Volkswagen
56483,up!,29,Volkswagen
50441,Van,29,Volkswagen
2548,Vanagon,29,Volkswagen
2553,Vento,29,Volkswagen
1248,Volkswagen Others,29,Volkswagen
50442,VW Van,29,Volkswagen
465,911,30,Porsche
54180,911 Coupe,30,Porsche
52932,914,30,Porsche
50443,924,30,Porsche
2617,928,30,Porsche
2625,944,30,Porsche
2629,968,30,Porsche
464,Boxster,30,Porsche
50444,Carrera GT,30,Porsche
4869,Cayenne,30,Porsche
6122,Cayman,30,Porsche
58318,Macan,30,Porsche
8466,Panamera,30,Porsche
1249,Porsche Others,30,Porsche
2637,190 Series,31,Mercedes-Benz
434,A-Class,31,Mercedes-Benz
53559,Actros,31,Mercedes-Benz
60618,AMG GLS,31,Mercedes-Benz
59426,AMG GT,31,Mercedes-Benz
6350,B-Class,31,Mercedes-Benz
50445,Cab Chasis,31,Mercedes-Benz
50446,Cabrio,31,Mercedes-Benz
50447,Cargo Van,31,Mercedes-Benz
435,C-Class,31,Mercedes-Benz
59513,CLA Shooting Brake,31,Mercedes-Benz
57747,CLA-CLASS,31,Mercedes-Benz
438,CL-Class,31,Mercedes-Benz
439,CLK-Class,31,Mercedes-Benz
56660,CLS Shooting Brake,31,Mercedes-Benz
5616,Cls-Class,31,Mercedes-Benz
436,E-Class,31,Mercedes-Benz
586,G-Class,31,Mercedes-Benz
58697,GLA-Class,31,Mercedes-Benz
59981,GLC-Class,31,Mercedes-Benz
6750,GL-Class,31,Mercedes-Benz
59773,GLE-CLASS,31,Mercedes-Benz
8135,GLK-Class,31,Mercedes-Benz
60150,GLS-CLASS,31,Mercedes-Benz
443,M-Class,31,Mercedes-Benz
1250,Mercedes-Benz Others,31,Mercedes-Benz
2689,Midium Class,31,Mercedes-Benz
50448,ML Class,31,Mercedes-Benz
6457,R-Class,31,Mercedes-Benz
437,S-Class,31,Mercedes-Benz
440,SL-Class,31,Mercedes-Benz
441,SLK,31,Mercedes-Benz
5491,SLR McLaren,31,Mercedes-Benz
8869,SLS AMG,31,Mercedes-Benz
50449,Smart Brabus,31,Mercedes-Benz
50450,Sprinter,31,Mercedes-Benz
50451,Sprinter 412 Windlauf,31,Mercedes-Benz
50452,Sprinter Van,31,Mercedes-Benz
60725,T Series,31,Mercedes-Benz
5022,Vaneo,31,Mercedes-Benz
442,V-Class,31,Mercedes-Benz
5023,Viano,31,Mercedes-Benz
50453,Vito,31,Mercedes-Benz
50454,Wagon,31,Mercedes-Benz
60397,A-Class,32,AMG
1251,AMG Others,32,AMG
446,C-Class,32,AMG
60399,CLA-Class,32,AMG
3472,CL-Class,32,AMG
448,CLK,32,AMG
60624,CLS-Class,32,AMG
447,E-Class,32,AMG
451,G-Class,32,AMG
60398,GLA-Class,32,AMG
60400,GL-Class,32,AMG
61568,GLE,32,AMG
3229,M-Class,32,AMG
587,S-Class,32,AMG
450,SL,32,AMG
449,SLK,32,AMG
2696,2CV,33,Citroen
2699,AX,33,Citroen
50455,Berlingo,33,Citroen
2706,BX,33,Citroen
50456,C1,33,Citroen
5088,C2,33,Citroen
4545,C3,33,Citroen
5731,C3 Pluriel,33,Citroen
5727,C4,33,Citroen
7119,C4 Picasso,33,Citroen
3452,C5,33,Citroen
6771,C6,33,Citroen
50457,C8,33,Citroen
2740,Chanson,33,Citroen
1252,Citroen Others,33,Citroen
8823,DS3,33,Citroen
52816,DS4,33,Citroen
52817,DS5,33,Citroen
50458,Evasion,33,Citroen
59008,Grand C4 Picasso,33,Citroen
50459,Jumper,33,Citroen
50460,Jumper Furgao,33,Citroen
50461,Jumper Minibus,33,Citroen
51127,Jumpy,33,Citroen
50462,Picasso,33,Citroen
478,Saxo,33,Citroen
50463,Synergie,33,Citroen
480,Xantia,33,Citroen
481,XM,33,Citroen
479,Xsara,33,Citroen
5246,Xsara Picasso,33,Citroen
2722,ZX,33,Citroen
6365,1007,34,Peugeot
483,106,34,Peugeot
50464,107,34,Peugeot
58201,2008,34,Peugeot
2749,205,34,Peugeot
484,206,34,Peugeot
6986,207,34,Peugeot
56406,208,34,Peugeot
8860,3008,34,Peugeot
485,306,34,Peugeot
3568,307,34,Peugeot
7887,308,34,Peugeot
2762,309,34,Peugeot
2767,405,34,Peugeot
486,406,34,Peugeot
5690,407,34,Peugeot
52805,5008,34,Peugeot
2778,505,34,Peugeot
52803,508,34,Peugeot
487,605,34,Peugeot
4111,607,34,Peugeot
50465,806,34,Peugeot
50466,807,34,Peugeot
50467,Boxer,34,Peugeot
50468,Expert,34,Peugeot
50469,Grand Raid,34,Peugeot
50470,Partner,34,Peugeot
1253,Peugoet Others,34,Peugeot
50471,Ranch,34,Peugeot
8904,Rcz,34,Peugeot
50472,18,35,Renault
2790,21,35,Renault
2795,Alpine,35,Renault
4594,Avantime,35,Renault
57407,Captur,35,Renault
2810,Cinq,35,Renault
50473,Clio,35,Renault
50474,Espace,35,Renault
2800,Express,35,Renault
50475,Fuego,35,Renault
50476,Grand Espace,35,Renault
6315,Grand Scenic,35,Renault
61134,Kadjar,35,Renault
4470,Kangoo,35,Renault
50477,Kangoo Express,35,Renault
8366,KOLEOS,35,Renault
493,Laguna,35,Renault
491,Lutecia,35,Renault
50478,Master,35,Renault
50479,Master Minibus,35,Renault
492,Megane,35,Renault
56195,Megane Estate,35,Renault
5158,Megane Touring Wagon,35,Renault
50480,Modus,35,Renault
1254,Renault Others,35,Renault
2804,Safrane,35,Renault
495,Scenic,35,Renault
494,Sport Spider,35,Renault
50481,Trafic,35,Renault
489,Twingo,35,Renault
50482,Vel Satis,35,Renault
53767,Wind,35,Renault
52132,Venturi Others,36,Venturi
1256,Autovianche Others,37,Autobianche
4353,Y10,37,Autobianche
517,145,38,Alfa Romeo
50483,146,38,Alfa Romeo
3567,147,38,Alfa Romeo
2849,155,38,Alfa Romeo
518,156,38,Alfa Romeo
4535,156 Sportwagon,38,Alfa Romeo
6299,159,38,Alfa Romeo
50484,159 Sportwagon,38,Alfa Romeo
2860,164,38,Alfa Romeo
574,166,38,Alfa Romeo
58679,4C,38,Alfa Romeo
59759,4C_SPIDER,38,Alfa Romeo
2871,75,38,Alfa Romeo
8376,8C,38,Alfa Romeo
1257,Alfa Romeo Others,38,Alfa Romeo
6461,Brera,38,Alfa Romeo
50485,Crosswagon,38,Alfa Romeo
52854,Giulia,38,Alfa Romeo
5157,GT,38,Alfa Romeo
520,GTV,38,Alfa Romeo
8327,MiTo,38,Alfa Romeo
519,Spider,38,Alfa Romeo
2886,Spider Veloce,38,Alfa Romeo
3235,Sportwagon,38,Alfa Romeo
51024,500,39,Fiat
9446,500C,39,Fiat
61531,500X,39,Fiat
8328,Abarth 500,39,Fiat
57021,Abarth 595,39,Fiat
52141,Abarth Grande Punto,39,Fiat
9276,Abarth Punto Evo,39,Fiat
504,Barchetta,39,Fiat
2936,BERTONE X1/9,39,Fiat
50486,Brava,39,Fiat
502,Bravissimo,39,Fiat
50487,Bravo,39,Fiat
50488,Cinquecentro,39,Fiat
503,Coupe,39,Fiat
2900,Croma,39,Fiat
50489,Doblo,39,Fiat
50490,Ducato Cargo,39,Fiat
50491,Ducato Furgao,39,Fiat
50492,Ducato Maxi,39,Fiat
50493,Ducato Van,39,Fiat
1258,Fiat Others,39,Fiat
51078,Fiat-Hitachi Others,39,Fiat
50494,Fiorino,39,Fiat
6583,Grande Punto,39,Fiat
50495,Idea,39,Fiat
50496,Marea,39,Fiat
4637,Multipla,39,Fiat
61530,New Multipla,39,Fiat
50497,Palio,39,Fiat
2918,Panda,39,Fiat
50498,Pininfarina,39,Fiat
500,Punto,39,Fiat
8867,Punto Evo,39,Fiat
2940,Regata,39,Fiat
2937,Ritmo,39,Fiat
50499,Scudo,39,Fiat
50500,Sedici,39,Fiat
50501,Seicento,39,Fiat
50502,Siena,39,Fiat
50503,Stilo,39,Fiat
50504,Strada,39,Fiat
2910,Tempra,39,Fiat
2904,Tipo,39,Fiat
50505,Ulysse,39,Fiat
2890,UNO,39,Fiat
50506,Uno Furgao,39,Fiat
2934,X1/9,39,Fiat
50508,308,40,Ferrari
50509,328,40,Ferrari
2943,348,40,Ferrari
2951,355,40,Ferrari
581,360 Modena,40,Ferrari
51027,430 Scuderia,40,Ferrari
2958,456,40,Ferrari
4439,456GT,40,Ferrari
509,456M,40,Ferrari
2965,512,40,Ferrari
4441,512TR,40,Ferrari
510,550 Maranello,40,Ferrari
4491,575M Maranello,40,Ferrari
6759,599,40,Ferrari
5218,612 Scaglietti,40,Ferrari
8427,CALIFORNIA,40,Ferrari
50510,Enzo,40,Ferrari
506,F355,40,Ferrari
4444,F40,40,Ferrari
6094,F430,40,Ferrari
1259,Ferrari Others,40,Ferrari
2982,Mondial,40,Ferrari
4446,Mondial T,40,Ferrari
2976,Testarossa,40,Ferrari
2988,222,41,Maserati
2996,228,41,Maserati
513,3200GT,41,Maserati
3001,430,41,Maserati
4394,Biturbo,41,Maserati
4488,Coupe,41,Maserati
3009,Ghibli,41,Maserati
8809,Gran Cabrio,41,Maserati
5476,Gransport,41,Maserati
6361,Gransport Spyder,41,Maserati
7975,Granturismo,41,Maserati
3005,Karif,41,Maserati
60178,Levante,41,Maserati
1260,Maserati Others,41,Maserati
512,Quattroporte,41,Maserati
3035,Royal,41,Maserati
3021,Shamal,41,Maserati
3834,Spider,41,Maserati
3029,Spider Zagato,41,Maserati
50511,Beta,42,Lancia
4395,Dedra,42,Lancia
3049,Delta,42,Lancia
50512,Gamma,42,Lancia
50513,K,42,Lancia
1261,Lancia Others,42,Lancia
50514,Lybra,42,Lancia
50515,Musa,42,Lancia
50516,Phedra,42,Lancia
3058,Prisma,42,Lancia
3040,Thema,42,Lancia
50517,Thesis,42,Lancia
50518,Y10,42,Lancia
6604,Ypsilon,42,Lancia
50519,Z,42,Lancia
57170,Aventador Roadster,43,Lamborghini
4333,Countach,43,Lamborghini
522,Diablo,43,Lamborghini
5091,Gallardo,43,Lamborghini
50520,Jalpa,43,Lamborghini
1262,Lamborghini Others,43,Lamborghini
4458,Murcielago,43,Lamborghini
3071,900,44,Saab
3082,9000,44,Saab
50521,9-2X,44,Saab
531,9-3,44,Saab
532,9-5,44,Saab
50522,9-7X,44,Saab
1263,Saab Others,44,Saab
50523,140,45,Volvo
50524,164,45,Volvo
3092,240,45,Volvo
50525,260,45,Volvo
50526,340,45,Volvo
3098,360,45,Volvo
50527,440,45,Volvo
50528,460,45,Volvo
50529,480,45,Volvo
3101,740 760,45,Volvo
3106,780,45,Volvo
3110,850,45,Volvo
53563,850 Estate,45,Volvo
3118,940 960,45,Volvo
54224,960,45,Volvo
7205,C30,45,Volvo
528,C70,45,Volvo
3267,Cross Country,45,Volvo
524,S40,45,Volvo
3399,S60,45,Volvo
526,S70,45,Volvo
529,S80,45,Volvo
3135,S90,45,Volvo
525,V40,45,Volvo
5099,V50,45,Volvo
10114,V60,45,Volvo
527,V70,45,Volvo
3144,V90,45,Volvo
1264,Volvo Others,45,Volvo
61386,XC40,45,Volvo
8438,XC60,45,Volvo
4583,XC70,45,Volvo
4681,XC90,45,Volvo
51123,D8,46,Donkervoort
3410,D8 Sport,46,Donkervoort
1265,Donkervoort Others,46,Donkervoort
50530,Amanti,47,Kia Motors
50531,Avella,47,Kia Motors
50532,Besta,47,Kia Motors
50533,Bongo,47,Kia Motors
51059,Borrego,47,Kia Motors
50534,Brisa,47,Kia Motors
50535,Capital,47,Kia Motors
50536,Carens,47,Kia Motors
50537,Carnival,47,Kia Motors
50538,Carstar,47,Kia Motors
50539,Cee'd,47,Kia Motors
50540,Cerato,47,Kia Motors
50542,Clarus,47,Kia Motors
50543,Concord,47,Kia Motors
50541,Credos,47,Kia Motors
50544,Elan,47,Kia Motors
50547,Enterprise,47,Kia Motors
58741,Forte,47,Kia Motors
50548,Grand Carnival,47,Kia Motors
58786,K5,47,Kia Motors
58787,K7,47,Kia Motors
1266,Kia Motors Others,47,Kia Motors
50546,Kia Roadster,47,Kia Motors
50549,Lotze,47,Kia Motors
50550,Magentis,47,Kia Motors
50551,Mentor,47,Kia Motors
51060,Mohave,47,Kia Motors
50552,Morning,47,Kia Motors
50553,Opirus,47,Kia Motors
50554,Optima,47,Kia Motors
50555,Picanto,47,Kia Motors
50556,Potentia,47,Kia Motors
51118,precio,47,Kia Motors
50557,Pregio,47,Kia Motors
51120,PRESIO,47,Kia Motors
50558,Pride,47,Kia Motors
58744,Ray,47,Kia Motors
50559,Retona,47,Kia Motors
50560,Rio,47,Kia Motors
50561,Rocsta,47,Kia Motors
50562,Rondo,47,Kia Motors
50563,Sedona,47,Kia Motors
50564,Sephia,47,Kia Motors
50565,Shuma,47,Kia Motors
50566,Sorento,47,Kia Motors
50567,Spectra,47,Kia Motors
50568,Sportage,47,Kia Motors
50569,Topic,47,Kia Motors
50570,Towner,47,Kia Motors
50545,Vigato,47,Kia Motors
50571,Visto,47,Kia Motors
50572,X-Trek,47,Kia Motors
1267,Birkin Others,48,Birkin
3242,MG Others,49,MG
50573,MGF,49,MG
3148,Montego,49,MG
4709,TF,49,MG
50574,ZR,49,MG
50576,ZS,49,MG
4707,ZT,49,MG
4708,ZT-T,49,MG
3150,Mobirie,50,Winnebago
3296,Winnebago Others,50,Winnebago
3240,Austin Others,51,Austin
4872,Mini,51,Austin
3161,Montego,51,Austin
3163,4/4,52,Morgan
3297,Morgan Others,52,Morgan
3174,Plus4,52,Morgan
3185,Plus8,52,Morgan
3393,340R,53,Lotus
3204,Elan,53,Lotus
3215,Elise,53,Lotus
3196,Esprit,53,Lotus
7933,Europa 225,53,Lotus
6762,Europa S,53,Lotus
8620,Evora,53,Lotus
3394,Exige,53,Lotus
3243,Lotus Others,53,Lotus
3241,Mcc Others,54,MCC
3216,Smart,54,MCC
51124,Arcadia,55,Daewoo
3298,Daewoo Others,55,Daewoo
51117,Damas,55,Daewoo
51063,Espero,55,Daewoo
50700,Gentra,55,Daewoo
50577,Kalos,55,Daewoo
51122,LABO,55,Daewoo
50578,Lacetti,55,Daewoo
50579,Lanos,55,Daewoo
50701,Lasetti,55,Daewoo
50580,Leganza,55,Daewoo
50702,Magnus,55,Daewoo
3226,Matiz,55,Daewoo
50703,New Matiz,55,Daewoo
50581,Nubira,55,Daewoo
50704,Nubira-2,55,Daewoo
50582,Rezzo,55,Daewoo
50705,Statesman,55,Daewoo
50583,Tacuma,55,Daewoo
50706,Tosca,55,Daewoo
50707,Winstorm,55,Daewoo
50584,Accent,56,Hyundai
50585,Amica,56,Hyundai
50586,Atos,56,Hyundai
51116,Atoz,56,Hyundai
50587,Avante,56,Hyundai
50588,Azera,56,Hyundai
50589,Centennial,56,Hyundai
50590,Chorus,56,Hyundai
50591,Click,56,Hyundai
50592,County,56,Hyundai
50593,Coupe,56,Hyundai
50594,Dynasty,56,Hyundai
50595,EF sonata,56,Hyundai
3322,Elantra,56,Hyundai
50596,Entourage,56,Hyundai
50597,Equus,56,Hyundai
50598,Excel,56,Hyundai
50599,Galloper,56,Hyundai
50600,Genesis,56,Hyundai
50601,Getz,56,Hyundai
50602,Grace,56,Hyundai
6323,Grandeur,56,Hyundai
50603,Grandeur TG,56,Hyundai
50604,Grandeur XG,56,Hyundai
50605,H1,56,Hyundai
50606,H100,56,Hyundai
50607,HD1000,56,Hyundai
4464,Hyundai Coupe,56,Hyundai
4934,Hyundai Others,56,Hyundai
7989,i30,56,Hyundai
5298,JM,56,Hyundai
50608,Lavita,56,Hyundai
51121,MARCIA,56,Hyundai
50609,Matrix,56,Hyundai
50610,Mighty,56,Hyundai
50611,NF Sonata,56,Hyundai
50612,Porter,56,Hyundai
3323,Santa Fe,56,Hyundai
50613,Santamo,56,Hyundai
50614,Scoupe,56,Hyundai
5894,Sonata,56,Hyundai
51062,Starex,56,Hyundai
4552,TB,56,Hyundai
50615,Terracan,56,Hyundai
50616,Tiburon,56,Hyundai
3324,Trajet,56,Hyundai
50617,Tucson,56,Hyundai
50618,Tuscani,56,Hyundai
50619,Veracruz,56,Hyundai
50620,Verna,56,Hyundai
3434,XG,56,Hyundai
3386,Hummer H1,57,Am General
50621,Alliance,58,AMC
3387,AMC Others,58,AMC
50622,Concord,58,AMC
50623,Eagle,58,AMC
50624,Encore,58,AMC
4931,Jeep,58,AMC
50625,Premier,58,AMC
50626,Spirit,58,AMC
50627,Acadia,59,GMC
60642,C1500,59,GMC
50628,Caballero,59,GMC
50629,Canyon,59,GMC
50630,Envoy,59,GMC
50631,Envoy XL,59,GMC
50632,Envoy XUV,59,GMC
50633,Forward,59,GMC
3388,GMC Others,59,GMC
50634,Jimmy,59,GMC
50635,Pickup,59,GMC
50636,Rally,59,GMC
4897,Safari,59,GMC
50637,Savana,59,GMC
50638,Sierra,59,GMC
50639,Sonoma,59,GMC
50640,Suburban,59,GMC
50641,Vandura,59,GMC
50642,Yukon,59,GMC
3389,Rainbowstar Others,60,Rainbowstar
61569,Blue Ribbon,61,Hino
51043,Dolphin,61,Hino
3391,Dutro,61,Hino
3390,Hino Others,61,Hino
4859,Liesse,61,Hino
4860,Liesse II,61,Hino
51046,Melpha,61,Hino
51044,Profia,61,Hino
53294,purofia,61,Hino
4858,Rainbow,61,Hino
3392,Ranger,61,Hino
54808,Ranger Pro,61,Hino
56833,SCANIA,61,Hino
60410,S'elega,61,Hino
51045,S'elega R,61,Hino
57060,SuperDolphin,61,Hino
3413,Defender,62,Land Rover
3411,Discovery,62,Land Rover
5697,Discovery 3,62,Land Rover
8495,Discovery 4,62,Land Rover
58983,Discovery Sport,62,Land Rover
3398,Freelander,62,Land Rover
7164,Freelander 2,62,Land Rover
4933,Land Rover Others,62,Land Rover
50643,LR2,62,Land Rover
50644,LR3,62,Land Rover
3412,Range Rover,62,Land Rover
5916,Range Rover Sport,62,Land Rover
61062,Range Rover Velar,62,Land Rover
7873,Range Rover Vogue,62,Land Rover
53014,RangeRover Evoque,62,Land Rover
4493,Panther Others,63,Panther
50645,57,64,Maybach
50646,62,64,Maybach
4548,Maybach Others,64,Maybach
52122,Am General Others,65,Other All
52125,Bugatti_Others,65,Other All
50696,ES,65,Other All
50697,GX 470,65,Other All
52123,Lexus Others,65,Other All
50698,LX,65,Other All
52124,Noble Others,65,Other All
4601,Other All,65,Other All
50699,RX,65,Other All
52126,Saleen Others,65,Other All
60735,Escape,66,Ford Japan
4793,Festiva 5,66,Ford Japan
4796,Festiva Cargo,66,Ford Japan
4791,Ford Japan Others,66,Ford Japan
55477,Freda,66,Ford Japan
4799,J100 Truck,66,Ford Japan
4797,J100 Van,66,Ford Japan
4800,J80 Truck,66,Ford Japan
4798,J80 Van,66,Ford Japan
53958,Laser,66,Ford Japan
4794,Laser Lidea Wagon,66,Ford Japan
4795,Laser Van,66,Ford Japan
